Feature,Selection Count,Selection %
PWY-6292:_superpathway_of_L-cysteine_biosynthesis_(mammalian),10,71.42857142857143
"GOLPDLCAT-PWY:_superpathway_of_glycerol_degradation_to_1,3-propanediol",9,64.28571428571429
PWY-6902:_chitin_degradation_II_(Vibrio),9,64.28571428571429
PWY-6703:_preQ0_biosynthesis,9,64.28571428571429
P42-PWY:_incomplete_reductive_TCA_cycle,9,64.28571428571429
P185-PWY:_formaldehyde_assimilation_III_(dihydroxyacetone_cycle),9,64.28571428571429
GLYCOLYSIS:_glycolysis_I_(from_glucose_6-phosphate),9,64.28571428571429
PWY-3001:_superpathway_of_L-isoleucine_biosynthesis_I,9,64.28571428571429
PWY-8187:_L-arginine_degradation_XIII_(reductive_Stickland_reaction),9,64.28571428571429
PWY-6895:_superpathway_of_thiamine_diphosphate_biosynthesis_II,9,64.28571428571429
PWY-822:_fructan_biosynthesis,9,64.28571428571429
PWY-5667:_CDP-diacylglycerol_biosynthesis_I,8,57.14285714285714
PWY-6901:_superpathway_of_glucose_and_xylose_degradation,8,57.14285714285714
PWY0-1319:_CDP-diacylglycerol_biosynthesis_II,8,57.14285714285714
PWY-6859:_all-trans-farnesol_biosynthesis,8,57.14285714285714
PWY-5384:_sucrose_degradation_IV_(sucrose_phosphorylase),8,57.14285714285714
DTDPRHAMSYN-PWY:_dTDP-&beta;-L-rhamnose_biosynthesis,8,57.14285714285714
PWY-6470:_peptidoglycan_biosynthesis_V_(&beta;-lactam_resistance),8,57.14285714285714
GLUTORN-PWY:_L-ornithine_biosynthesis_I,8,57.14285714285714
PWY0-1261:_anhydromuropeptides_recycling_I,8,57.14285714285714
GLUCONEO-PWY:_gluconeogenesis_I,7,50.0
PWY0-1061:_superpathway_of_L-alanine_biosynthesis,7,50.0
PWY-5981:_CDP-diacylglycerol_biosynthesis_III,7,50.0
PWY-5973:_cis-vaccenate_biosynthesis,7,50.0
PWY-5497:_purine_nucleobases_degradation_II_(anaerobic),7,50.0
GLUDEG-I-PWY:_GABA_shunt,7,50.0
PWY-7883:_anhydromuropeptides_recycling_II,7,50.0
"GLCMANNANAUT-PWY:_superpathway_of_N-acetylglucosamine,_N-acetylmannosamine_and_N-acetylneuraminate_degradation",7,50.0
PWY-1269:_CMP-3-deoxy-D-manno-octulosonate_biosynthesis,7,50.0
PWY-6630:_superpathway_of_L-tyrosine_biosynthesis,7,50.0
PWY-6305:_superpathway_of_putrescine_biosynthesis,7,50.0
PWY-5345:_superpathway_of_L-methionine_biosynthesis_(by_sulfhydrylation),7,50.0
PYRIDNUCSYN-PWY:_NAD_de_novo_biosynthesis_I_(from_aspartate),7,50.0
PWY-7357:_thiamine_phosphate_formation_from_pyrithiamine_and_oxythiamine_(yeast),7,50.0
ANAGLYCOLYSIS-PWY:_glycolysis_III_(from_glucose),7,50.0
FOLSYN-PWY:_superpathway_of_tetrahydrofolate_biosynthesis_and_salvage,6,42.857142857142854
P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,6,42.857142857142854
PWY-7234:_inosine-5'-phosphate_biosynthesis_III,6,42.857142857142854
PWY-5676:_acetyl-CoA_fermentation_to_butanoate_II,6,42.857142857142854
COLANSYN-PWY:_colanic_acid_building_blocks_biosynthesis,6,42.857142857142854
PWY-7328:_superpathway_of_UDP-glucose-derived_O-antigen_building_blocks_biosynthesis,6,42.857142857142854
P164-PWY:_purine_nucleobases_degradation_I_(anaerobic),6,42.857142857142854
PWY-6147:_6-hydroxymethyl-dihydropterin_diphosphate_biosynthesis_I,6,42.857142857142854
PWY-6749:_CMP-legionaminate_biosynthesis_I,6,42.857142857142854
PWY-6906:_chitin_derivatives_degradation,6,42.857142857142854
PWY-7221:_guanosine_ribonucleotides_de_novo_biosynthesis,6,42.857142857142854
PWY0-1477:_ethanolamine_utilization,6,42.857142857142854
ARGSYNBSUB-PWY:_L-arginine_biosynthesis_II_(acetyl_cycle),6,42.857142857142854
PWY-6123:_inosine-5'-phosphate_biosynthesis_I,6,42.857142857142854
PWY-7111:_pyruvate_fermentation_to_isobutanol_(engineered),5,35.714285714285715
ARG+POLYAMINE-SYN:_superpathway_of_arginine_and_polyamine_biosynthesis,5,35.714285714285715
PWY-8073:_lipid_IVA_biosynthesis_(P._putida),5,35.714285714285715
PWY-6612:_superpathway_of_tetrahydrofolate_biosynthesis,5,35.714285714285715
PWY-I9:_L-cysteine_biosynthesis_VI_(from_L-methionine),5,35.714285714285715
PWY66-409:_superpathway_of_purine_nucleotide_salvage,5,35.714285714285715
PWY-6590:_superpathway_of_Clostridium_acetobutylicum_acidogenic_fermentation,5,35.714285714285715
PWY66-429:_fatty_acid_biosynthesis_initiation_(mitochondria),5,35.714285714285715
PWY-5100:_pyruvate_fermentation_to_acetate_and_lactate_II,5,35.714285714285715
PWY-6124:_inosine-5'-phosphate_biosynthesis_II,5,35.714285714285715
PWY-5695:_inosine_5'-phosphate_degradation,5,35.714285714285715
ASPASN-PWY:_superpathway_of_L-aspartate_and_L-asparagine_biosynthesis,5,35.714285714285715
PWY-7210:_pyrimidine_deoxyribonucleotides_biosynthesis_from_CTP,4,28.57142857142857
PWY-1861:_formaldehyde_assimilation_II_(assimilatory_RuMP_Cycle),4,28.57142857142857
PWY4FS-7:_phosphatidylglycerol_biosynthesis_I_(plastidic),4,28.57142857142857
RIBOSYN2-PWY:_flavin_biosynthesis_I_(bacteria_and_plants),4,28.57142857142857
PWY-5484:_glycolysis_II_(from_fructose_6-phosphate),4,28.57142857142857
PHOSLIPSYN-PWY:_superpathway_of_phospholipid_biosynthesis_I_(bacteria),4,28.57142857142857
PWY-5121:_superpathway_of_geranylgeranyl_diphosphate_biosynthesis_II_(via_MEP),4,28.57142857142857
PWY-6628:_superpathway_of_L-phenylalanine_biosynthesis,4,28.57142857142857
PWY4FS-8:_phosphatidylglycerol_biosynthesis_II_(non-plastidic),4,28.57142857142857
PYRIDOXSYN-PWY:_pyridoxal_5'-phosphate_biosynthesis_I,4,28.57142857142857
PWY-5103:_L-isoleucine_biosynthesis_III,4,28.57142857142857
BRANCHED-CHAIN-AA-SYN-PWY:_superpathway_of_branched_chain_amino_acid_biosynthesis,4,28.57142857142857
NAGLIPASYN-PWY:_lipid_IVA_biosynthesis_(E._coli),4,28.57142857142857
ILEUSYN-PWY:_L-isoleucine_biosynthesis_I_(from_threonine),4,28.57142857142857
PWY-7663:_gondoate_biosynthesis_(anaerobic),4,28.57142857142857
PWY-7356:_thiamine_diphosphate_salvage_IV_(yeast),3,21.428571428571427
ARGSYN-PWY:_L-arginine_biosynthesis_I_(via_L-ornithine),3,21.428571428571427
PWY0-1296:_purine_ribonucleosides_degradation,3,21.428571428571427
SER-GLYSYN-PWY:_superpathway_of_L-serine_and_glycine_biosynthesis_I,3,21.428571428571427
PWY-7211:_superpathway_of_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis,3,21.428571428571427
PWY-6167:_flavin_biosynthesis_II_(archaea),3,21.428571428571427
HISDEG-PWY:_L-histidine_degradation_I,3,21.428571428571427
1CMET2-PWY:_folate_transformations_III_(E._coli),3,21.428571428571427
PWY0-1298:_superpathway_of_pyrimidine_deoxyribonucleosides_degradation,3,21.428571428571427
FUC-RHAMCAT-PWY:_superpathway_of_fucose_and_rhamnose_degradation,3,21.428571428571427
PWY-6151:_S-adenosyl-L-methionine_salvage_I,3,21.428571428571427
PWY-8004:_Entner-Doudoroff_pathway_I,3,21.428571428571427
PWY-7345:_superpathway_of_anaerobic_sucrose_degradation,3,21.428571428571427
PWY-7316:_dTDP-N-acetylviosamine_biosynthesis,2,14.285714285714285
PWY-6897:_thiamine_diphosphate_salvage_II,2,14.285714285714285
THISYNARA-PWY:_superpathway_of_thiamine_diphosphate_biosynthesis_III_(eukaryotes),2,14.285714285714285
P23-PWY:_reductive_TCA_cycle_I,2,14.285714285714285
PWY-7664:_oleate_biosynthesis_IV_(anaerobic),2,14.285714285714285
PWY-8190:_L-glutamate_degradation_XI_(reductive_Stickland_reaction),2,14.285714285714285
PWY0-862:_(5Z)-dodecenoate_biosynthesis_I,2,14.285714285714285
P41-PWY:_pyruvate_fermentation_to_acetate_and_(S)-lactate_I,2,14.285714285714285
PWY0-1297:_superpathway_of_purine_deoxyribonucleosides_degradation,2,14.285714285714285
DAPLYSINESYN-PWY:_L-lysine_biosynthesis_I,2,14.285714285714285
PWY0-845:_superpathway_of_pyridoxal_5'-phosphate_biosynthesis_and_salvage,2,14.285714285714285
PWY0-1586:_peptidoglycan_maturation_(meso-diaminopimelate_containing),2,14.285714285714285
PWY-5022:_4-aminobutanoate_degradation_V,2,14.285714285714285
PENTOSE-P-PWY:_pentose_phosphate_pathway,2,14.285714285714285
PWY-7392:_taxadiene_biosynthesis_(engineered),2,14.285714285714285
PWY-5989:_stearate_biosynthesis_II_(bacteria_and_plants),2,14.285714285714285
ORNDEG-PWY:_superpathway_of_ornithine_degradation,2,14.285714285714285
"PWY-724:_superpathway_of_L-lysine,_L-threonine_and_L-methionine_biosynthesis_II",2,14.285714285714285
"P461-PWY:_hexitol_fermentation_to_lactate,_formate,_ethanol_and_acetate",2,14.285714285714285
COA-PWY:_coenzyme_A_biosynthesis_I_(prokaryotic),2,14.285714285714285
PWY-6282:_palmitoleate_biosynthesis_I_(from_(5Z)-dodec-5-enoate),1,7.142857142857142
PWY-7688:_dTDP-&alpha;-D-ravidosamine_and_dTDP-4-acetyl-&alpha;-D-ravidosamine_biosynthesis,1,7.142857142857142
PWY-5494:_pyruvate_fermentation_to_propanoate_II_(acrylate_pathway),1,7.142857142857142
GLYCOLYSIS-E-D:_superpathway_of_glycolysis_and_the_Entner-Doudoroff_pathway,1,7.142857142857142
HEME-BIOSYNTHESIS-II:_heme_b_biosynthesis_I_(aerobic),1,7.142857142857142
PWY-702:_L-methionine_biosynthesis_II,1,7.142857142857142
PWY-5004:_superpathway_of_L-citrulline_metabolism,1,7.142857142857142
PWY-4041:_&gamma;-glutamyl_cycle,1,7.142857142857142
POLYAMSYN-PWY:_superpathway_of_polyamine_biosynthesis_I,1,7.142857142857142
BIOTIN-BIOSYNTHESIS-PWY:_biotin_biosynthesis_I,1,7.142857142857142
HISTSYN-PWY:_L-histidine_biosynthesis,1,7.142857142857142
SULFATE-CYS-PWY:_superpathway_of_sulfate_assimilation_and_cysteine_biosynthesis,1,7.142857142857142
PWY66-391:_fatty_acid_&beta;-oxidation_VI_(mammalian_peroxisome),1,7.142857142857142
FASYN-INITIAL-PWY:_superpathway_of_fatty_acid_biosynthesis_initiation_(E._coli),1,7.142857142857142
SALVADEHYPOX-PWY:_adenosine_nucleotides_degradation_II,1,7.142857142857142
FASYN-ELONG-PWY:_fatty_acid_elongation_--_saturated,1,7.142857142857142
"PWY-241:_C4_photosynthetic_carbon_assimilation_cycle,_NADP-ME_type",1,7.142857142857142
PANTOSYN-PWY:_superpathway_of_coenzyme_A_biosynthesis_I_(bacteria),1,7.142857142857142
COA-PWY-1:_superpathway_of_coenzyme_A_biosynthesis_III_(mammals),1,7.142857142857142
PWY-6519:_8-amino-7-oxononanoate_biosynthesis_I,1,7.142857142857142
P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,1,7.142857142857142
PWY-7286:_7-(3-amino-3-carboxypropyl)-wyosine_biosynthesis,1,7.142857142857142
PWY-6121:_5-aminoimidazole_ribonucleotide_biosynthesis_I,1,7.142857142857142
ARGININE-SYN4-PWY:_L-ornithine_biosynthesis_II,1,7.142857142857142
GLUCOSE1PMETAB-PWY:_glucose_and_glucose-1-phosphate_degradation,1,7.142857142857142
PWY-6922:_L-N&delta;-acetylornithine_biosynthesis,1,7.142857142857142
"PWY-7115:_C4_photosynthetic_carbon_assimilation_cycle,_NAD-ME_type",1,7.142857142857142
THRESYN-PWY:_superpathway_of_L-threonine_biosynthesis,1,7.142857142857142
PWY-6549:_L-glutamine_biosynthesis_III,1,7.142857142857142
PWY-7199:_pyrimidine_deoxyribonucleosides_salvage,1,7.142857142857142
PWY-7977:_L-methionine_biosynthesis_IV,1,7.142857142857142
PWY-6277:_superpathway_of_5-aminoimidazole_ribonucleotide_biosynthesis,1,7.142857142857142
